original_name,clean_name,category,weight,unit,pack_size,packaging_type,old_edge_case,new_edge_case,description
Sunsilk DG ngăn rụng tóc vương vấn NH 650g (Chai),Sunsilk DG ngăn rụng tóc vương vấn NH,Chăm sóc tóc và da đầu,650.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sunsilk DG vàng mềm mượt diệu kỳ 320g (Cái),Sunsilk DG vàng mềm mượt diệu kỳ,Chăm sóc tóc và da đầu,320.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sunsilk DG đen óng mượt rạng ngời 320g (Cái),Sunsilk DG đen óng mượt rạng ngời,Chăm sóc tóc và da đầu,320.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sunsilk DX mềm mượt diệu kỳ 640g (Chai),Sunsilk DX mềm mượt diệu kỳ,Chăm sóc tóc và da đầu,640.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
"Sunsilk DX ngăn rụng tóc, vương vấn NH 320g (Tuýp)","Sunsilk DX ngăn rụng tóc, vương vấn NH",Chăm sóc tóc và da đầu,320.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sunsilk DX đen óng mượt rạng ngời 320g (Chai),Sunsilk DX đen óng mượt rạng ngời,Chăm sóc tóc và da đầu,320.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sutiki Nước tẩy bồn cầu và nhà tắm đen chai 750ml (Chai),Sutiki Nước tẩy bồn cầu và nhà tắm đen chai,Vệ sinh nhà cửa,750.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sữa bịch vinamilk ca cao 220ml (Bịch),Sữa bịch vinamilk ca cao,Sữa nước các loại,220.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sữa dinh dưỡng không đường VNM túi 220ml (Túi),Sữa dinh dưỡng không đường VNM túi,Sữa nước các loại,220.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sữa Ông Thọ trắng380g (Hộp),Sữa Ông Thọ trắng,Sữa đặc,380.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Sữa đậu nành Fami Go vị đậu đỏ nếp cẩm 200ml (Hộp),Sữa đậu nành Fami Go vị đậu đỏ nếp cẩm,Sữa nước các loại,200.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Thiên Hùng yến sào đường phèn lọ 70ml (Hũ),Thiên Hùng yến sào đường phèn lọ,Sữa bột,70.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Thạch rau câu Kimiko túi 450g (Túi),Thạch rau câu Kimiko túi,"Mứt, thạch, rong biển",450.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Thạch rau câu bổ sung Canxi Long Hải 500g (Gói),Thạch rau câu bổ sung Canxi Long Hải,"Mứt, thạch, rong biển",500.0,g,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Trà Cozy tắc mật ong 455ml (Chai),Trà Cozy tắc mật ong,Nước ngọt,455.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Trà Cozy vải 455ml (Chai),Trà Cozy vải,Nước ngọt,455.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Trà Cozy ổi hồng 455ml (Chai),Trà Cozy ổi hồng,Nước ngọt,455.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Trà sữa Kirin Latte hương dâu 440ml (Chai),Trà sữa Kirin Latte hương dâu,Nước ngọt,440.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Trà sữa Kirin Latte hương đào 440ml (Chai),Trà sữa Kirin Latte hương đào,Nước ngọt,440.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Trà đào sả COZY 455ml (Chai),Trà đào sả COZY,Nước ngọt,455.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Tẩy WC okay (hồng) 960ml (Chai),Tẩy WC okay (hồng),Vệ sinh nhà cửa,960.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
VIM trắng sáng Lavender và than hoạt tính 870ml (Chai),VIM trắng sáng Lavender và than hoạt tính,Vệ sinh nhà cửa,870.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
Xả vải khô Zesty hồng chai 100ml (Chai),Xả vải khô Zesty hồng chai,Giặt giũ và chăm sóc quần áo,100.0,ml,,,Pack Hierarchy,Standard,Pattern size/count: XXXg/YY (VD: 210g/12)
MILO Uong Lien 12 MOI KM 110ml (Hộp),MILO Uong Lien 12 MOI KM,Sữa nước các loại,110.0,ml,,,Nested Pack,Standard,Pattern nested: XX(YYxZZZml) (VD: 12(4x110ml))
NESCAFE 3in1 Rang Dam Hop 24 16g (Hộp),NESCAFE 3in1 Rang Dam Hop 24,Trà,16.0,g,,,Nested Pack,Standard,Pattern nested: XX(YYxZZZml) (VD: 12(4x110ml))
NESCAFE CAFE VIET HOP 24 16g  (Hộp),NESCAFE CAFE VIET HOP 24,Trà,16.0,g,,,Nested Pack,Standard,Pattern nested: XX(YYxZZZml) (VD: 12(4x110ml))
Sua Lua Mach NESTLE MILO  Moi 110ml (Hộp),Sua Lua Mach NESTLE MILO Moi,Sữa nước các loại,110.0,ml,,,Nested Pack,Standard,Pattern nested: XX(YYxZZZml) (VD: 12(4x110ml))
Sua Lua Mach NESTLE MILO  180ml Moi 180ml (Hộp),Sua Lua Mach NESTLE MILO Moi 180ml,Sữa nước các loại,180.0,ml,,,Nested Pack,Standard,Pattern nested: XX(YYxZZZml) (VD: 12(4x110ml))
TPBS Sua Lua Mach Nestle MILO A2 110ml (Hộp),TPBS Sua Lua Mach Nestle MILO A2,Sữa nước các loại,110.0,ml,,,Nested Pack,Standard,Pattern nested: XX(YYxZZZml) (VD: 12(4x110ml))
Comfort NX HNH thiên nhiên quyến rũ 20ml (Gói),Comfort NX HNH thiên nhiên quyến rũ,Giặt giũ và chăm sóc quần áo,20.0,ml,,,Combo Pattern,Standard,Pattern combo: XXml x YY / ZZ (VD: 20mlx10/30)
Kun sữa chua uống lên men hương cam 110ml (Hộp),Kun sữa chua uống lên men hương cam,Sữa nước các loại,110.0,ml,,,Combo Pattern,Standard,Pattern combo: XXml x YY / ZZ (VD: 20mlx10/30)
STTT ít đường Vinamilk 180ml (Hộp),STTT ít đường Vinamilk,Sữa nước các loại,180.0,ml,,,Combo Pattern,Standard,Pattern combo: XXml x YY / ZZ (VD: 20mlx10/30)
Sữa bắp non LOF 180ml (Hộp),Sữa bắp non LOF,Sữa nước các loại,180.0,ml,,,Combo Pattern,Standard,Pattern combo: XXml x YY / ZZ (VD: 20mlx10/30)
Sữa chua uống Kun hương táo xoài chai 85ml (Hộp),Sữa chua uống Kun hương táo xoài chai,Sữa nước các loại,85.0,ml,,,Combo Pattern,Standard,Pattern combo: XXml x YY / ZZ (VD: 20mlx10/30)
Sữa trái cây Lif Kun hương nho 180ml (Hộp),Sữa trái cây Lif Kun hương nho,Sữa nước các loại,180.0,ml,,,Combo Pattern,Standard,Pattern combo: XXml x YY / ZZ (VD: 20mlx10/30)
P/S KĐR Trắng Răng Than Hoạt Tính & Tre 180g (Tuýp),P/S KĐR Trắng Răng Than Hoạt Tính & Tre,Chăm sóc răng miệng,180.0,g,,,Piece Count P,Standard,Piece count pattern: XX P (VD: 12P)
BÁNH C-PIE 12P LESSSYGAR_7Y25 (Hộp),BÁNH C-PIE 12P LESSSYGAR_7Y25,,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Bánh Custas 06P (Hộp),Bánh Custas 06P,Bánh,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Bánh Custas 12P (Hộp),Bánh Custas 12P,Bánh,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Bánh Custas  LessSugar 12P (Hộp),Bánh Custas LessSugar 12P,,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Bánh Goute 4P (Hộp),Bánh Goute 4P,Bánh,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Bánh Goute Cre Đậu Phộng 16P (Hộp),Bánh Goute Cre Đậu Phộng 16P,Bánh,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Bánh Ăn Sáng CEST 8P (Gói),Bánh Ăn Sáng CEST 8P,Bánh,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Bánh ĂnSáng Gà CEST 5P (Gói),Bánh ĂnSáng Gà CEST 5P,Bánh,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
BánhĂnSángCEST SW PM 6P (Gói),BánhĂnSángCEST SW PM 6P,,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Hộp Quà Tặng OPERA 16P (Hộp),Hộp Quà Tặng OPERA 16P,Bánh,,,,,Piece Count P,No Weight,Piece count pattern: XX P (VD: 12P)
Sting Hương vị Việt Quất Lon 320ml (Lon),Sting Hương vị Việt Quất Lon,Nước ngọt,320.0,ml,,,Piece Count P,Standard,Piece count pattern: XX P (VD: 12P)
Găng tay THSH GREEN ECO (size XL)  (Hộp),Găng tay THSH GREEN ECO (size XL),,,,,,Piece Count Cai,No Weight,Piece count pattern: XX cái (VD: 48 cái)
Găng tay TPE STAHAUS (size M) (HỘP),Găng tay TPE STAHAUS (size M),,,,,,Piece Count Cai,No Weight,Piece count pattern: XX cái (VD: 48 cái)
Đùi tỏi rán K&U-L  (Gói),Đùi tỏi rán K&U-L,Thực phẩm đông lạnh,,,,,Piece Count Cai,No Weight,Piece count pattern: XX cái (VD: 48 cái)
A3 BG gói 3KG (Gói),A3 BG gói,Vệ sinh nhà cửa,3.0,kg,,,No Weight,Standard,Không có weight/volume trong tên
A3 BG gói 4.2KG (Gói),A3 BG gói,Vệ sinh nhà cửa,4.2,kg,,,No Weight,Standard,Không có weight/volume trong tên
A3 BG gói 5.5KG (Gói),A3 BG gói,Vệ sinh nhà cửa,5.5,kg,,,No Weight,Standard,Không có weight/volume trong tên
AFC LUA MI 172g (Hộp),AFC LUA MI,Bánh,172.0,g,,,No Weight,Standard,Không có weight/volume trong tên
AFC RAU 172g (Hộp),AFC RAU,Bánh,172.0,g,,,No Weight,Standard,Không có weight/volume trong tên
AMBI Xịt phòng hương hoa tươi mát chai 300ml (Chai),AMBI Xịt phòng hương hoa tươi mát chai,Vệ sinh nhà cửa,300.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
AMBI sáp thơm Hương DNY đam mê lọ 180g (Lọ),AMBI sáp thơm Hương DNY đam mê lọ,Vệ sinh nhà cửa,180.0,g,,,No Weight,Standard,Không có weight/volume trong tên
ARIEL T SEN NHAI CN 3.05Kg (Túi),ARIEL T SEN NHAI CN,Giặt giũ và chăm sóc quần áo,3.05,kg,,,No Weight,Standard,Không có weight/volume trong tên
Aji Tẩm bột khô chiên giòn (Túi),Aji Tẩm bột khô chiên giòn,Bột các loại,,,,,No Weight,No Weight,Không có weight/volume trong tên
Aquafina Chai nhựa 1500ml (Chai),Aquafina Chai nhựa,Nước ngọt,1500.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Aquafina Chai nhựa 5000ml(Can),Aquafina Chai nhựa,Nước ngọt,5000.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Aquafina Chai nhựa 500ml (Chai),Aquafina Chai nhựa,Nước ngọt,500.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Aquafina chai nhựa 355ml (Chai),Aquafina chai nhựa,Nước ngọt,355.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Ariel BG hương downy đam mê 3.6 Kg (Gói),Ariel BG hương downy đam mê,Giặt giũ và chăm sóc quần áo,3.6,kg,,,No Weight,Standard,Không có weight/volume trong tên
Ariel BG hương nắng mai 4.0 Kg (Gói),Ariel BG hương nắng mai,Giặt giũ và chăm sóc quần áo,4.0,kg,,,No Weight,Standard,Không có weight/volume trong tên
Ariel BG hương nắng mai 5.2 kg (Gói),Ariel BG hương nắng mai,Giặt giũ và chăm sóc quần áo,5.2,kg,,,No Weight,Standard,Không có weight/volume trong tên
BVS Diana ST Cool Fresh SM K.Cánh (Cái),BVS Diana ST Cool Fresh SM K.Cánh,Chăm sóc cơ thể,,,,,No Weight,No Weight,Không có weight/volume trong tên
BVS Glee combo ngày đêm 20M (Gói),BVS Glee combo ngày đêm 20M,Chăm sóc cá nhân khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
BVS SS Than hoạt tính SMC 8miếng (Cái),BVS SS Than hoạt tính SMC 8miếng,Chăm sóc cơ thể,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bia Tiger Crystal SLK Ctn 330ml (Lon),Bia Tiger Crystal SLK Ctn,Bia,330.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Bia Tuborg lon 330ml (Lon),Bia Tuborg lon,Bia,330.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
"Bim Bim Que Tăm Đậu 0,35Kg (Gói)",Bim Bim Que Tăm Đậu,"Snack, đồ ăn vặt",0.35,kg,,,No Weight,Standard,Không có weight/volume trong tên
Boss cà Phê sữa Lon 235ml (Lon),Boss cà Phê sữa Lon,Trà,235.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Bvs LAU đêm 35cm (Gói),Bvs LAU đêm 35cm,Chăm sóc cá nhân khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
BÁNH CHOCOPIE 36.3G*12P (Hộp),BÁNH CHOCOPIE *12P,Bánh,36.3,g,,,No Weight,Standard,Không có weight/volume trong tên
BÁNH CHOCOPIE 36.3G*6P (Hộp),BÁNH CHOCOPIE *6P,Bánh,36.3,g,,,No Weight,Standard,Không có weight/volume trong tên
BÁNH CHẢ LÁ CHANH KIM BẢO 300g (Gói),BÁNH CHẢ LÁ CHANH KIM BẢO,"Snack, đồ ăn vặt",300.0,g,,,No Weight,Standard,Không có weight/volume trong tên
BÁNH GATO (Gói),BÁNH GATO,,,,,,No Weight,No Weight,Không có weight/volume trong tên
BÁNH GẠO POCA LÀNG GẠO VỊ PHÔ MAI 108g (Gói),BÁNH GẠO POCA LÀNG GẠO VỊ PHÔ MAI,Bánh,108.0,g,,,No Weight,Standard,Không có weight/volume trong tên
BÁNH NHÃN - GIÒN  (Gói),BÁNH NHÃN - GIÒN,"Snack, đồ ăn vặt",,,,,No Weight,No Weight,Không có weight/volume trong tên
BÁNH TRỨNG HỘP GIẤY TIPO 39g (Hộp),BÁNH TRỨNG HỘP GIẤY TIPO,Bánh,39.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bài rồng (Bộ),Bài rồng,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bàn chải Lipzo Ruby sensi (Cái),Bàn chải Lipzo Ruby sensi,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bàn chải Lipzo áo dài (Cái),Bàn chải Lipzo áo dài,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bàn chải cao cấp Max X (Cái),Bàn chải cao cấp Max X,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bàn chải cao cấp Ruby Pro (Cái),Bàn chải cao cấp Ruby Pro,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bàn chải cao cấp Áo dài Pro (Cái),Bàn chải cao cấp Áo dài Pro,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bàn chải giặt (Cái),Bàn chải giặt,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Bống Bang Choco 5P (Gói),Bánh Bống Bang Choco 5P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Bống Bang Choco 8P (Hộp),Bánh Bống Bang Choco 8P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh CChip BƠ 35g (Gói),Bánh CChip BƠ,"Snack, đồ ăn vặt",35.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh CChip CAY 35g (Gói),Bánh CChip CAY,Bánh,35.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh Chocopie 2p (Hộp),Bánh Chocopie 2p,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh GaBT MBCraft 35g (Gói),Bánh GaBT MBCraft,,35.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh Goute 15P (Hộp),Bánh Goute 15P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Gạo An BBQ 14P (Gói),Bánh Gạo An BBQ 14P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Gạo An Vừng 12P (Gói),Bánh Gạo An Vừng 12P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Gạo An-Chà Bông 14P (Gói),Bánh Gạo An-Chà Bông 14P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Gạo An-Tảo 22P (Gói),Bánh Gạo An-Tảo 22P,,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Gạo An-Tự Nhiên 21P (Gói),Bánh Gạo An-Tự Nhiên 21P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Hura Deli Hương cốm dừa Bibica (Hộp),Bánh Hura Deli Hương cốm dừa Bibica,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh MBoyTôm 35g (Hộp),Bánh MBoyTôm,Bánh,35.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh MBoyTảo 35g (Hộp),Bánh MBoyTảo,Bánh,35.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh Mandu thịt bằm KK 350g (Gói),Bánh Mandu thịt bằm KK,Thực phẩm đông lạnh,350.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh OStar Tảo 55g (Gói),Bánh OStar Tảo,"Snack, đồ ăn vặt",55.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh OStar Tự Nhiên_55g (Gói),Bánh OStar Tự Nhiên_,"Snack, đồ ăn vặt",55.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh OSxSW2MIXPIZZA 30g (Gói),Bánh OSxSW2MIXPIZZA,"Snack, đồ ăn vặt",30.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh Snack V/UA Size (Gói),Bánh Snack V/UA Size,"Snack, đồ ăn vặt",,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh Swing Bò 33g (Gói),Bánh Swing Bò,"Snack, đồ ăn vặt",33.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh Swing Bò 55g (Gói),Bánh Swing Bò,"Snack, đồ ăn vặt",55.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh TAYOX TrMuối 28g (Gói),Bánh TAYOX TrMuối,"Snack, đồ ăn vặt",28.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh TAYOX Tảo Ngọt 28g (Gói),Bánh TAYOX Tảo Ngọt,"Snack, đồ ăn vặt",28.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh TNS_CAYMXC 32g (Gói),Bánh TNS_CAYMXC,"Snack, đồ ăn vặt",32.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh TNS_PM 32 (Gói),Bánh TNS_PM 32,"Snack, đồ ăn vặt",,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh gạo An CốmFest 12P (Gói),Bánh gạo An CốmFest 12P,,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh gạo An-Ngô 16P (Gói),Bánh gạo An-Ngô 16P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh gạo sữa vị phô mai 240g (Gói),Bánh gạo sữa vị phô mai,Bánh,240.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh quy chấm kem socola tổng hợp nhiều vị (Hộp),Bánh quy chấm kem socola tổng hợp nhiều vị,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh trứng Custas Orion 2P (Hộp),Bánh trứng Custas Orion 2P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
BánhGạo An Ktay Pmai 14P (Gói),BánhGạo An Ktay Pmai 14P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
BánhGạoAn-Tảo 14P (Gói),BánhGạoAn-Tảo 14P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
BánhGạoAn-TựNhiên 14P (Gói),BánhGạoAn-TựNhiên 14P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh OSxSW2MIXPIZZA 50g (Gói),Bánh OSxSW2MIXPIZZA,,50.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh OSxSW2MIXPMCAY 30g (Gói),Bánh OSxSW2MIXPMCAY,"Snack, đồ ăn vặt",30.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh OSxSW2MIXPMCAY 50g (Gói),Bánh OSxSW2MIXPMCAY,,50.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Bánh ĂnSáng CEST 8P (Gói),Bánh ĂnSáng CEST 8P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bánh ĂnSángCEST 5P (Gói),Bánh ĂnSángCEST 5P,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
"Bình Xịt Muỗi,Gián Jumbo (Chai)","Bình Xịt Muỗi,Gián Jumbo",Chăm sóc sức khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bông tai giấy hộp tròn Newborn 200que (Hộp),Bông tai giấy hộp tròn Newborn 200que,Chăm sóc cá nhân khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bông tai thân trúc muối biển New life gói 100 (Gói),Bông tai thân trúc muối biển New life gói 100,Chăm sóc cá nhân khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bông tai thân trúc muối biển New life gói 200 (Gói),Bông tai thân trúc muối biển New life gói 200,Chăm sóc cá nhân khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bông tẩy trang EVEDA túi 80 (Gói),Bông tẩy trang EVEDA túi 80,Chăm sóc da mặt,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bông tẩy trang tròn CZ2 (Cái),Bông tẩy trang tròn CZ2,Chăm sóc da mặt,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bút chì khúc Comiko CC091 (Chiếc),Bút chì khúc Comiko CC091,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bút dạ nước 18 màu (Vỉ),Bút dạ nước 18 màu,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bút gel EG057-BK màu đen 0.5mm (Chiếc),Bút gel EG057-BK màu đen 0.5mm,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Băng dính nhỏ (Cuộn),Băng dính nhỏ,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Băng dính trong 3P (Cuộn),Băng dính trong 3P,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bật lửa 3K (Cái),Bật lửa 3K,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bật lửa hoa việt (Chiếc),Bật lửa hoa việt,Dụng cụ phòng ăn và nhà bếp,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bật lửa khò (Chiếc),Bật lửa khò,Dụng cụ phòng ăn và nhà bếp,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bật lửa thống nhất (Chiếc),Bật lửa thống nhất,Dụng cụ phòng ăn và nhà bếp,,,,,No Weight,No Weight,Không có weight/volume trong tên
Bắp nếp non sấy (Gói),Bắp nếp non sấy,"Snack, đồ ăn vặt",,,,,No Weight,No Weight,Không có weight/volume trong tên
BỘ QUÀ TẾT AN TÀI LỘC 1 6hộp (Hộp),BỘ QUÀ TẾT AN TÀI LỘC 1 6hộp,,,,,,No Weight,No Weight,Không có weight/volume trong tên
BỘ QUÀ TẾT AN TÀI LỘC 3 4hộp (Hộp),BỘ QUÀ TẾT AN TÀI LỘC 3 4hộp,Bánh,,,,,No Weight,No Weight,Không có weight/volume trong tên
